자전거보관소명	소재지도로명주소	소재지지번주소	위도	경도	보관대수	설치년도	설치형태	차양막설치여부	공기주입기비치여부	공기주입기유형	수리대설치여부	관리기관전화번호	관리기관명	데이터기준일자
수원화성		경기도 수원시 장안구 연무동 190	37.287886	127.018386	10				N		N	031-290-3600	수원화성	2019-10-02
정자공원	경기도 수원시 장안구 만석로 65	경기도 수원시 장안구 정자동 869-1	37.297665	126.988306	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
박지성로(지성쉼터)		경기도 수원시 영통구 망포동 72-12	37.240661	127.044359	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
매탄동1267-2번지		경기도 수원시 영통구 매탄동 1328	37.258999	127.044149	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
선경도서관	경기도 수원시 팔달구 신풍로23번길 68	경기도 수원시 팔달구 신풍동 123-69	37.283861	127.010433	10				N		N	031-228-4728	수원시 선경도서관	2019-10-02
영통구청	경기도 수원시 영통구 효원로 407	경기도 수원시 영통구 매탄동 1268	37.259601	127.046508	10				N		N	031-228-8522	수원시 영통구청	2019-10-02
매탄3동주민센터	경기도 수원시 영통구 동탄원천로881번길 76	경기도 수원시 영통구 매탄동 1279-1	37.256448	127.043106	10				N		N	031-228-8649	수원시 매탄3동주민센터	2019-10-02
영통2동주민센터	경기도 수원시 영통구 영통로217번길 12	경기도 수원시 영통구 영통동 977-3	37.246963	127.056324	10				N		N	031-228-8744	수원시 영통2동주민센터	2019-10-02
영통구보건소	경기도 수원시 영통구 영통로 396	경기도 수원시 영통구 영통동 961-18	37.256882	127.069709	10				N		N	031-228-8808	영통구보건소	2019-10-02
송림초등학교	경기도 수원시 장안구 대평로51번길 65	경기도 수원시 장안구 정자동 889-1	37.291282	126.991736	10				N		N	031-269-5007	송림초등학교	2019-10-02
정천초등학교	경기도 수원시 장안구 화산로 83 (정천초등학교)	경기도 수원시 장안구 천천동 335	37.291238	126.982754	10				N		N	031-294-4263	정천초등학교	2019-10-02
파장초등학교	경기도 수원시 장안구 경수대로1081번길 32-9	경기도 수원시 장안구 파장동 574	37.308961	126.992356	10				N		N	031-241-1931	파장초등학교	2019-10-02
곡반초등학교	경기도 수원시 권선구 덕영대로1323번길 26-14	경기도 수원시 권선구 권선동 1322	37.246871	127.036216	10				N		N	031-221-0982	곡반초등학교	2019-10-02
상촌초등학교	경기도 수원시 권선구 금곡로31번길 92	경기도 수원시 권선구 금곡동 699	37.273208	126.935331	10				N		N	031-296-8122	상촌초등학교	2019-10-02
수원정보과학고등학교	경기도 수원시 영통구 동수원로551번길 16	경기도 수원시 영통구 원천동 78-8	37.276081	127.049783	10				N		N	031-218-4000	수원정보과학고등학교	2019-10-02
청명고등학교	경기도 수원시 영통구 영통로 466	경기도 수원시 영통구 영통동 956-1	37.260889	127.077325	10				N		N	031-201-9701	청명고등학교	2019-10-02
효원고등학교	경기도 수원시 영통구 동수원로 336	경기도 수원시 영통구 매탄동 1154	37.259419	127.039049	10				N		N	031-228-1400	효원고등학교	2019-10-02
동남보건대학교	경기도 수원시 장안구 천천로74번길 50	경기도 수원시 장안구 정자동 937	37.298238	126.986141	10				N		N	031-249-6333	동남보건대학교	2019-10-02
국제사이버대 앞	경기도 수원시 팔달구 창룡대로 23	경기도 수원시 팔달구 매향동 49	37.282652	127.020081	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
경기대학교	경기도 수원시 영통구 광교산로 154-42	경기도 수원시 영통구 이의동 산 94-6	37.298014	127.033119	10				N		N	031-249-9114	경기대학교	2019-10-02
곡반정동565-1	경기도 수원시 권선구 곡선로50번길 6-29	경기도 수원시 권선구 곡반정동 565-1	37.238951	127.028171	10				N		N	031-228-6409	수원시 권선구청	2019-10-02
권선동1250-3번지	경기도 수원시 권선구 권중로50번길 26-3	경기도 수원시 권선구 권선동 1250-3	37.253572	127.030164	10				N		N	031-228-6409	수원시 권선구청	2019-10-02
곡반초등학교 버스정류장	경기도 수원시 권선구 덕영대로1323번길 26-24	경기도 수원시 권선구 권선동 1323	37.246578	127.0371	10				N		N	031-228-6409	수원시 권선구청	2019-10-02
권선동 990-1	경기도 수원시 권선구 경수대로 337	경기도 수원시 권선구 권선동 990-1	37.256981	127.021869	10				N		N	031-228-6409	수원시 권선구청	2019-10-02
권곡사거리 일원		경기도 수원시 권선구 권선동 1363	37.247021	127.028791	10				N		N	031-228-6409	수원시 권선구청	2019-10-02
남부버스차고지	경기도 수원시 권선구 덕영대로1368번길 6	경기도 수원시 권선구 곡반정동 99-7	37.244253	127.039136	10				N		N	031-228-6409	수원시 권선구청	2019-10-02
과선교 하부( 평동 175-28)		경기도 수원시 권선구 평동 175-28	37.263469	127.000302	10				N		N	031-228-6409	수원시 권선구청	2019-10-02
선일초 길건너편(덕영대로)		경기도 수원시 권선구 권선동 1368-1	37.246958	127.030076	10				N		N	031-228-6409	수원시 권선구청	2019-10-02
세파월드옆	경기도 수원시 팔달구 권광로 138	경기도 수원시 팔달구 인계동 1131	37.259882	127.031627	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
광교테크노벨리	경기도 수원시 영통구 광교로 105	경기도 수원시 영통구 이의동 906-5	37.291519	127.044357	10				N		N	031-259-6054	광교테크노벨리	2019-10-02
매산로 1가 97-3		경기도 수원시 팔달구 매산로1가 97-3	37.267102	127.001791	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
우리은행앞	경기도 수원시 팔달구 정조로 770	경기도 수원시 팔달구 팔달로3가 26-11	37.276681	127.016994	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
우리은행(매산로2가109-1)	경기도 수원시 팔달구 매산로 25	경기도 수원시 팔달구 매산로2가 30	37.267989	127.004144	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
우만동88-3	경기도 수원시 팔달구 중부대로 245	경기도 수원시 팔달구 우만동 88-3	37.275395	127.042869	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
정자문화공원	경기도 수원시 장안구 이목로 24-25	경기도 수원시 장안구 정자동 947	37.309576	126.986401	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
장안공원		경기도 수원시 장안구 영화동 349-86	37.287624	127.011999	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
만석공원		경기도 수원시 장안구 송죽동 434-2	37.330301	126.998359	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
천천2공원	경기도 수원시 장안구 만석로5번길 21	경기도 수원시 장안구 천천동 520	37.295765	126.981905	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
서수원체육공원		경기도 수원시 권선구 고색동 904-32	37.247883	126.971245	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
여기산공원	경기도 수원시 권선구 여기산로26번길 18-50	경기도 수원시 권선구 서둔동 256-2	37.281445	126.982044	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
마중공원		경기도 수원시 권선구 권선동 1348	37.236551	127.020709	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
늘푸른공원	경기도 수원시 권선구 동탄원천로 818	경기도 수원시 권선구 권선동 1310	37.248008	127.040081	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
수원올림픽공원	경기도 수원시 권선구 효원로 240	경기도 수원시 권선구 권선동 1012	37.261023	127.026555	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
고렴공원		경기도 수원시 권선구 곡반정동 559-4	37.240078	127.028545	10				N		N	031-228-6409	수원시 권선구청	2019-10-02
권선3공원	경기도 수원시 권선구 동탄원천로 818	경기도 수원시 권선구 권선동 1310	37.248008	127.040081	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
화성행궁	경기도 수원시 팔달구 정조로 825	경기도 수원시 팔달구 남창동 6-2	37.281882	127.014393	10				N		N	031-228-4677	수원시 화성사업소	2019-10-02
서호공원		경기도 수원시 권선구 화서동 436-1	37.280736	126.989411	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
서호꽃뫼공원		경기도 수원시 권선구 화서동 410	37.283204	126.986421	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
숙지공원		경기도 수원시 팔달구 화서동 250-1	37.283892	126.997499	10				N		N	031-228-4194	수원시 공원녹지사업소	2019-10-02
화서공원		경기도 수원시 팔달구 화서동 26-35	37.284748	127.007704	10				N		N	031-228-4194	수원시 공원녹지사업소	2019-10-02
청소년문화공원		경기도 수원시 팔달구 인계동 323-21	37.274753	127.033623	10				N		N	031-228-4194	수원시 공원녹지사업소	2019-10-02
효원공원	경기도 수원시 팔달구 동수원로 397	경기도 수원시 팔달구 인계동 1117	37.264674	127.039444	10				N		N	031-228-4194	수원시 공원녹지사업소	2019-10-02
장안공원		경기도 수원시 장안구 영화동 349-86	37.287525	127.011983	10				N		N	031-228-4188	수원시 공원녹지사업소	2019-10-02
매탄공원	경기도 수원시 영통구 매탄로 185	경기도 수원시 영통구 매탄동 811	37.267825	127.045818	10				N		N	031-228-4194	수원시 공원녹지사업소	2019-10-02
수원서부경찰서	경기도 수원시 권선구 서부로 1673	경기도 수원시 권선구 탑동 911	37.258741	126.972264	10				N		N	031-8012-0112	수원서부경찰서	2019-10-02
팔달구청	경기도 수원시 팔달구 창룡대로 23	경기도 수원시 팔달구 매향동 49	37.282652	127.020081	10				N		N	031-228-7537	수원시 팔달구청	2019-10-02
매산동주민센터	경기도 수원시 팔달구 매산로 41	경기도 수원시 팔달구 매산로2가 40-30	37.268735	127.005696	10				N		N	031-228-7645	수원시 매산동주민센터	2019-10-02
화서2동주민센터	경기도 수원시 팔달구 화산로6번길 6	경기도 수원시 팔달구 화서동 689-1	37.285091	126.986283	10				N		N	031-228-7708	수원시 화서2동주민센터	2019-10-02
우만1동주민센터	경기도 수원시 팔달구 창룡대로210번길 41	경기도 수원시 팔달구 우만동 산 5-1	37.290106	127.035028	10				N		N	031-228-7610	수원시 우만1동주민센터	2019-10-02
인계동주민센터	경기도 수원시 팔달구 인계로29번길 6	경기도 수원시 팔달구 인계동 909-69	37.270376	127.021336	10				N		N	031-228-7732	수원시 인계동주민센터	2019-10-02
서평초등학교	경기도 수원시 권선구 수인로9번길 52	경기도 수원시 권선구 서둔동 294-3	37.268677	126.997087	10				N		N	031-296-6771	서평초등학교	2019-10-02
선행초등학교	경기도 수원시 권선구 세권로196번길 21	경기도 수원시 권선구 권선동 1331	37.254384	127.025981	10				N		N	031-898-8605	선행초등학교	2019-10-02
선일초등학교	경기도 수원시 권선구 권중로 120번길 17	경기도 수원시 권선구 권선동 1276	37.248339	127.030432	10				N		N	031-233-1793	선일초등학교	2019-10-02
칠보초등학교	경기도 수원시 권선구 금호로37번길 15	경기도 수원시 권선구 금곡동 245-2	37.269861	126.955376	10				N		N	031-291-1412	칠보초등학교	2019-10-02
매여울초등학교	경기도 수원시 팔달구 권광로260번길 20	경기도 수원시 팔달구 인계동 385	37.270585	127.037017	10				N		N	031-211-1762	매여울초등학교	2019-10-02
효원초등학교	경기도 수원시 영통구 효원로358번길 16	경기도 수원시 영통구 매탄동 1155	37.259131	127.039915	10				N		N	031-232-6368	효원초등학교	2019-10-02
중앙기독초등학교	경기도 수원시 영통구 월드컵로 70	경기도 수원시 영통구 원천동 134-3번지	37.275994	127.058046	10				N		N	070-7018-1300	중앙기독초등학교	2019-10-02
수성중학교	경기도 수원시 장안구 수성로363번길 2	경기도 수원시 장안구 조원동 677-1	37.2948	127.012171	10				N		N	031-245-1147	수성중학교	2019-10-02
창용중학교	경기도 수원시 장안구 연무로 8	경기도 수원시 장안구 연무동 241	37.293167	127.030144	10				N		N	031-8012-1403	창용중학교	2019-10-02
수원농생명 과학고등학교	경기도 수원시 장안구 광교산로 13	경기도 수원시 장안구 영화동 60	37.295912	127.019761	10				N		N	031-259-4340	수원농생명 과학고등학교	2019-10-02
조원고등학교	경기도 수원시 장안구 수일로233번길 15	경기도 수원시 장안구 조원동 44	37.307345	127.015666	10				N		N	031-8012-1700	조원고등학교	2019-10-02
팔달 관광안내소 주변	경기도 수원시 팔달구 정조로777번길 16	경기도 수원시 팔달구 남창동 148-8	37.277546	127.015398	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
화서동 71-83번지	경기도 수원시 팔달구 팔달로 125	경기도 수원시 팔달구 화서동 71-83	37.279843	127.004023	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
장안문버스정류장		경기도 수원시 장안구 영화동 349-7	37.288604	127.013203	10				N		N	031-228-5492	수원시 장안구청	2019-10-02
화서동 724-6 버스정류장		경기도 수원시 팔달구 화서동 724-6	37.285687	126.980469	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
장안문버스정류장		경기도 수원시 장안구 영화동 349-7	37.288604	127.013203	10				N		N	031-228-5492	수원시 장안구청	2019-10-02
행궁광장버스정류장	경기도 수원시 팔달구 정조로 802-2	경기도 수원시 팔달구 고등동 267-25	37.279604	127.016779	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
백로공원 사거리 앞	경기도 수원시 팔달구 일월로22번길 8	경기도 수원시 팔달구 화서동 725-2	37.285331	126.980545	10				N		N	031-228-7499	수원시 팔달구청	2019-10-02
원천동25-3번지(아주대길)		경기도 수원시 영통구 원천동 18-8	37.277341	127.043866	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
원천동14-4번지	경기도 수원시 영통구 아주로 46	경기도 수원시 영통구 원천동 18-1	37.278801	127.044088	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
영통동959-5번지		경기도 수원시 영통구 영통동 959-5	37.253291	127.072601	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
영통동960-3번지	경기도 수원시 영통구 영통로 498	경기도 수원시 영통구 영통동 955-1	37.263227	127.078541	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
박지성로(방죽쉼터)		경기도 수원시 영통구 망포동 212-9	37.237788	127.046156	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
매탄동1267-6번지		경기도 수원시 영통구 매탄동 1328	37.258999	127.044149	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
매탄동1267-4번지		경기도 수원시 영통구 매탄동 1328	37.258999	127.044149	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
매탄동1267-1번지		경기도 수원시 영통구 매탄동 1328	37.258999	127.044149	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
신풍초 옆 버스정류장		경기도 수원시 영통구 이의동 196	37.286668	127.054387	10				N		N	031-228-8966	수원시 영통구청	2019-10-02
수원화성박물관	경기도 수원시 팔달구 창룡대로 21	경기도 수원시 팔달구 매향동 49	37.282591	127.018985	10				N		N	031-228-4242	수원화성박물관	2019-10-02
동원고등학교	경기도 수원시 장안구 장안로 426-1	경기도 수원시 장안구 이목동 산 28-12	37.319881	126.982901	10				N		N	031-259-4000	동원고등학교	2019-10-02
곡반중학교	경기도 수원시 권선구 동수원로146번길 144-7	경기도 수원시 권선구 곡반정동 519	37.244352	127.033059	10				N		N	031-267-3143	곡반중학교	2019-10-02
구운중학교	경기도 수원시 권선구 금호로 257	경기도 수원시 권선구 구운동 508	37.276806	126.977417	10				N		N	031-294-3014	구운중학교	2019-10-02
남수원중학교	경기도 수원시 권선구 권중로 162	경기도 수원시 권선구 권선동 1244	37.251996	127.033658	10				N		N	031-233-9732	남수원중학교	2019-10-02
상촌중학교	경기도 수원시 권선구 금곡로73번길 60	경기도 수원시 권선구 금곡동 497-1	37.276236	126.935311	10				N		N	031-294-3483	상촌중학교	2019-10-02
세류중학교	경기도 수원시 권선구 덕영대로1031번길 6	경기도 수원시 권선구 세류동 207	37.257627	127.007003	10				N		N	031-898-9911	세류중학교	2019-10-02
수원화성문화재단	경기도 수원시 팔달구 동수원로 335	경기도 수원시 팔달구 인계동 1128	37.259124	127.036357	10				N		N	031-228-2739	수원화성문화재단	2019-10-02
경기문화재단	경기도 수원시 팔달구 인계로 178	경기도 수원시 팔달구 인계동 1116-1	37.265774	127.036884	10				N		N	031-231-7200	경기문화재단	2019-10-02
청소년문화센터		경기도 수원시 팔달구 인계동 371	37.273123	127.035931	10				N		N	031-218-0450	수원청소년문화센터	2019-10-02
연무대		경기도 수원시 팔달구 매향동 5-2	37.287837	127.022853	10				N		N	031-251-4518	수원문화재단 연무대	2019-10-02
가족여성회관	경기도 수원시 팔달구 매산로 119	경기도 수원시 팔달구 교동 74-1	37.271776	127.013485	10				N		N	031-259-9811	수원시가족여성회관	2019-10-02
연무사회복지관	경기도 수원시 장안구 창룡대로151번길 8	경기도 수원시 장안구 연무동 260-34	37.291773	127.026674	10				N		N	031-245-7576	연무사회복지관	2019-10-02
매탄1동주만센터	경기도 수원시 영통구 인계로189번길 119	경기도 수원시 영통구 매탄동 176-4	37.270501	127.040531	10				N		N	031-228-8609	수원시 매탄1동주민센터	2019-10-02
광교1동주민센터	경기도 수원시 영통구 도청로89번길 20	경기도 수원시 영통구 이의동 1350	37.290181	127.047397	10				N		N	031-228-8701	수원시 광교1동주민센터	2019-10-02
광교2동주민센터	경기도 수원시 영통구 법조로149번길 155	경기도 수원시 영통구 하동 976	37.292257	127.070103	10				N		N	031-228-8461	수원시 광교2동주민센터	2019-10-02
태장동주민센터	경기도 수원시 영통구 태장로54번길 10	경기도 수원시 영통구 망포동 234-43	37.238849	127.051616	10				N		N	1899-3300	수원시 태장동주민센터	2019-10-02
수원남부경찰서	경기도 수원시 영통구 매봉로 52	경기도 수원시 영통구 매탄동 1196	37.272103	127.054493	10				N		N	031-216-0005	수원남부경찰서	2019-10-02
수원지방 법원ㆍ검찰청	경기도 수원시 영통구 월드컵로 120	경기도 수원시 영통구 원천동 80	37.276753	127.052589	10				N		N	031-210-1114	수원지방법원	2019-10-02
경기지방중소기업청	경기도 수원시 영통구 반달로 87	경기도 수원시 영통구 영통동 1012-2	37.251467	127.078041	10				N		N	031-201-6800	경기지방중소기업청	2019-10-02
수원출입국관리사무소	경기도 수원시 영통구 반달로 39	경기도 수원시 영통구 영통동 1012-6	37.250934	127.076746	10				N		N	000-0000-0000	수원출입국관리사무소	2019-10-02
바른샘어린이도서관	경기도 수원시 영통구 매봉로 10	경기도 수원시 영통구 매탄동 1213	37.268857	127.052367	10				N		N	031-216-9373	바른샘어린이도서관	2019-10-02
영통도서관	경기도 수원시 영통구 청명로 151	경기도 수원시 영통구 영통동 961-1	37.257187	127.072059	10				N		N	031-228-4758	수원영통도서관	2019-10-02
다솔초등학교	경기도 수원시 장안구 이목로 24-35	경기도 수원시 장안구 정자동 946	37.308697	126.987668	10				N		N	031-8019-7826	다솔초등학교	2019-10-02
대평초등학교	경기도 수원시 장안구 대평로 111	경기도 수원시 장안구 정자동 871-2	37.297744	126.990765	10				N		N	031-269-6103	대평초등학교	2019-10-02
송죽초등학교	경기도 수원시 장안구 송원로41번길 34	경기도 수원시 장안구 송죽동 502	37.300761	127.006001	10				N		N	031-245-4904	송죽초등학교	2019-10-02
조원초등학교	경기도 수원시 장안구 금당로 53	경기도 수원시 장안구 조원동 390	37.303215	127.017203	10				N		N	031-253-6427	조원초등학교	2019-10-02
고색초등학교	경기도 수원시 권선구 매송고색로 681	경기도 수원시 권선구 고색동 887-59	37.251404	126.979476	10				N		N	031-291-4387	고색초등학교	2019-10-02
곡정초등학교	경기도 수원시 권선구 곡선로 7	경기도 수원시 권선구 권선동 1358	37.240857	127.025637	10				N		N	031-239-3994	곡정초등학교	2019-10-02
능실초등학교	경기도 수원시 권선구 호매실로165번길 28	경기도 수원시 권선구 호매실동 1391	37.259721	126.956054	10				N		N	031-296-9204	능실초등학교	2019-10-02
수원시 차량등록사업소	경기도 수원시 권선구 서부로 1600	경기도 수원시 권선구 고색동 886-70	37.252395	126.976419	10				N		N	1899-3300	수원시 차량등록사업소	2019-10-02
영덕고등학교	경기도 수원시 영통구 매영로 334	경기도 수원시 영통구 영통동 965-3	37.252421	127.068471	10				N		N	031-201-9100	영덕고등학교	2019-10-02
이의고등학교	경기도 수원시 영통구 법조로 145	경기도 수원시 영통구 하동 977	37.292361	127.071191	10				N		N	031-280-6520	이의고등학교	2019-10-02
태장고등학교	경기도 수원시 영통구 영통로 250	경기도 수원시 영통구 영통동 973-2	37.249369	127.059427	10				N		N	031-201-4006	태장고등학교	2019-10-02
성균관대학교	경기도 수원시 장안구 서부로 2066	경기도 수원시 장안구 천천동 300	37.295035	126.974877	10				N		N	031-290-5114	성균관대학교	2019-10-02
자혜학교	경기도 수원시 권선구 수봉로 47	경기도 수원시 권선구 탑동 508-6	37.265864	126.977673	10				N		N	031-292-2579	자혜학교	2019-10-02
수봉재활원	경기도 수원시 권선구 수봉로 43	경기도 수원시 권선구 탑동 516-1	37.264966	126.977159	10				N		N	031-293-4298	수봉재활원	2019-10-02
아주대학교	경기도 수원시 영통구 월드컵로 206	경기도 수원시 영통구 원천동 산 5-1	37.283057	127.043662	10				N		N	031-219-2114	아주대학교	2019-10-02
합동신학대학원대학교	경기도 수원시 영통구 광교중앙로 50	경기도 수원시 영통구 원천동 산 42-3	37.280173	127.053777	10				N		N	031-212-3694	합동신학대학원대학교	2019-10-02
서수원지식정보도서관	경기도 수원시 권선구 탑동로57번길 35	경기도 수원시 권선구 탑동 746-1	37.273118	126.972071	10				N		N	031-228-4749	서수원도석관	2019-10-02
지혜샘도서관	경기도 수원시 권선구 동탄원천로 818	경기도 수원시 권선구 권선동 1310	37.248008	127.040081	10				N		N	031-225-5566	지혜샘도서관	2019-10-02
노동복지회관	경기도 수원시 권선구 호매실로 46-16	경기도 수원시 권선구 탑동 903	37.256473	126.969011	10				N		N	031-8004-4001	노동복지회관	2019-10-02
서호노인회관	경기도 수원시 권선구 구운로4번길 34	경기도 수원시 권선구 구운동 501	37.278496	126.976191	10				N		N	031-294-2692	서호노인회관	2019-10-02
수원시청	경기도 수원시 팔달구 효원로 241	경기도 수원시 팔달구 인계동 1111	37.263455	127.028662	10				N		N	031-228-3426	경기도 수원시청	2019-10-02
경기도청	경기도 수원시 팔달구 효원로 1	경기도 수원시 팔달구 매산로3가 1-1	37.274667	127.009621	10				N		N	031-230-2825	경기도청	2019-10-02
행궁동주민센터	경기도 수원시 팔달구 신풍로23번길 40	경기도 수원시 팔달구 신풍동 100	37.284048	127.012648	10				N		N	031-228-7603	수원시 행궁동주민센터	2019-10-02
고등동주민센터	경기도 수원시 팔달구 고등로 37	경기도 수원시 팔달구 고등동 153-1	37.273456	127.001141	10				N		N	031-228-7606	수원시 고등동주민센터	2019-10-02
화서1동주민센터	경기도 수원시 팔달구 동말로4번길 10	경기도 수원시 팔달구 화서동 184-357	37.276422	126.995034	10				N		N	031-228-7727	수원시 화서1동주민센터	2019-10-02
지동주민센터	경기도 수원시 팔달구 팔달문로115번길 5	경기도 수원시 팔달구 지동 479	37.282038	127.028471	10				N		N	031-228-7729	수원시 지동주민센터	2019-10-02
우만2동주민센터	경기도 수원시 팔달구 중부대로207번길 33	경기도 수원시 팔달구 우만동 108-3	37.278002	127.039781	10				N		N	031-228-7611	수원시 우만2동주민센터	2019-10-02
팔달구보건소	경기도 수원시 팔달구 팔달산로 6	경기도 수원시 팔달구 교동 56-1	37.271499	127.012519	10				N		N	031-228-7716	수원시 팔달보건소	2019-10-02
수원중앙도서관/시민회관	경기도 수원시 팔달구 팔달산로 318	경기도 수원시 팔달구 교동 산 3-3	37.273582	127.012132	10				N		N	031-228-4788	수원시 중앙도서관	2019-10-02
서호초등학교	경기도 수원시 권선구 서호동로14번길 47	경기도 수원시 권선구 서둔동 39-7	37.266231	126.990331	10				N		N	031-547-3006	서호초등학교	2019-10-02
가온초등학교	경기도 수원시 권선구 금곡로73번길 36	경기도 수원시 권선구 금곡동 1079	37.275491	126.936421	10				N		N	031-297-3781	가온초등학교	2019-10-02
금호초등학교	경기도 수원시 권선구 칠보로 142	경기도 수원시 권선구 호매실동 1364	37.264877	126.953606	10				N		N	031-8009-0951	금호초등학교	2019-10-02
중촌초등학교	경기도 수원시 권선구 금곡로140번길 30	경기도 수원시 권선구 금곡동 303-1	37.272553	126.944551	10				N		N	031-291-6568	중촌초등학교	2019-10-02
효정초등학교	경기도 수원시 권선구 동수원로285번길 5	경기도 수원시 권선구 권선동 1233	37.255135	127.034903	10				N		N	031-233-4682	효정초등학교	2019-10-02
신풍초등학교	경기도 수원시 영통구 도청로17번길 24	경기도 수원시 영통구 이의동 1342	37.286398	127.053186	10				N		N	031-214-1650	신풍초등학교	2019-10-02
율현초등학교	경기도 수원시 팔달구 정자천로32번길 55	경기도 수원시 팔달구 화서동 710	37.287231	126.982895	10				N		N	031-227-0922	율현초등학교	2019-10-02
광교초등학교	경기도 수원시 영통구 대학로 91	경기도 수원시 영통구 이의동 1208	37.303881	127.045849	10				N		N	031-217-7602	광교초등학교	2019-10-02
매원초등학교	경기도 수원시 영통구 광교호수공원로 100	경기도 수원시 영통구 원천동 595	37.274387	127.063722	10				N		N	070-4496-4120	매원초등학교	2019-10-02
산의초등학교	경기도 수원시 영통구 센트럴타운로22번길 25	경기도 수원시 영통구 이의동 1327	37.290371	127.057186	10				N		N	070-4485-9704	산의초등학교	2019-10-02
신영초등학교	경기도 수원시 영통구 영통로 266	경기도 수원시 영통구 영통동 972-3	37.250158	127.060253	10				N		N	031-203-2124	신영초등학교	2019-10-02
영일초등학교	경기도 수원시 영통구 덕영대로1673번길 17	경기도 수원시 영통구 영통동 988-4	37.248453	127.073565	10				N		N	031-203-0123	영일초등학교	2019-10-02
이의초등학교	경기도 수원시 영통구 법조로150번길 47	경기도 수원시 영통구 하동 993	37.293078	127.075688	10				N		N	031-8006-1800	이의초등학교	2019-10-02
소화초등학교	경기도 수원시 영통구 광교중앙로 30	경기도 수원시 영통구 원천동 산 49-1	37.278206	127.052802	10				N		N	031-213-3342	소화초등학교	2019-10-02
명인중학교	경기도 수원시 장안구 정자천로134번길 37	경기도 수원시 장안구 정자동 888-1	37.292169	126.992426	10				N		N	031-249-1850	명인중학교	2019-10-02
수원 북중학교	경기도 수원시 장안구 광교산로 37	경기도 수원시 장안구 영화동 22	37.295411	127.021036	10				N		N	031-247-5942	수원 북중학교	2019-10-02
천천중학교	경기도 수원시 장안구 정자로42번길 16	경기도 수원시 장안구 천천동 510	37.300248	126.981096	10				N		N	031-547-5000	천천중학교	2019-10-02
대평고등학교	경기도 수원시 장안구 만석로68번길 7	경기도 수원시 장안구 정자동 871-1	37.297431	126.989863	10				N		N	031-269-2502	대평고등학교	2019-10-02
수일고등학교	경기도 수원시 장안구 수일로233번길 59	경기도 수원시 장안구 조원동 21	37.307716	127.018044	10				N		N	031-8012-8355	수일고등학교	2019-10-02
천천고등학교	경기도 수원시 장안구 정자로42번길 31	경기도 수원시 장안구 천천동 513	37.299434	126.982978	10				N		N	031-249-6706	천천고등학교	2019-10-02
영생고등학교	경기도 수원시 장안구 서부로2198번길 22	경기도 수원시 장안구 천천동 555	37.304734	126.974237	10				N		N	031-259-9554	영생고등학교	2019-10-02
고색중학교	경기도 수원시 권선구 매송고색로711번길 50	경기도 수원시 권선구 고색동 888-92	37.2536	126.981321	10				N		N	031-295-9472	고색중학교	2019-10-02
곡선중학교	경기도 수원시 권선구 경수대로312번길 23-10	경기도 수원시 권선구 권선동 1063	37.254525	127.023473	10				N		N	031-231-8430	곡선중학교	2019-10-02
권선중학교	경기도 수원시 권선구 경수대로 239	경기도 수원시 권선구 세류동 1130-1	37.248839	127.017123	10				N		N	031-237-3356	권선중학교	2019-10-02
능실중학교	경기도 수원시 권선구 호매실로165번길 28-1	경기도 수원시 권선구 호매실동 1390	37.260909	126.956221	10				N		N	031-546-5626	능실중학교	2019-10-02
서호중학교	경기도 수원시 권선구 서호로 71	경기도 수원시 권선구 서둔동 103-22	37.266399	126.987757	10				N		N	031-293-5241	서호중학교	2019-10-02
